dt_captura,no_emissor,no_setor,link
2026-09-25,ARGENTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MERCANTIS DE RESPONSABILIDADE LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29038
2026-09-25,DELTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29035
2026-09-25,CENTRUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29033
2026-09-25,ASH HOLDINGS LIMITED,Empresa,https://www.liberumratings.com.br/detalhes-ativo/29014
2026-09-25,CISS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PRESTACAO DE SERVICOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29019
2026-09-25,CERUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/28971
2026-09-25,Fundo de Investimento Em Direitos Creditórios Empírica Oportuna Precatórios Federais,FIDC,https://www.liberumratings.com.br/detalhes-ativo/28993
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MEUCASHCARD,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29028
2026-09-25,MAIS TODOS PF FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO RESPONSABILIDADE LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29026
2026-09-25,APROVOU FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE  LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/28905
2026-09-25,CORUJA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29021
2026-09-25,PINE LIFT I CARTÃO INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS – RESPONSABILIDADE LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29027
2026-09-25,INVISTA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS – RESPONSABILIDADE LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29009
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29020
2026-09-25,ALUME FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,FIDC,https://www.liberumratings.com.br/detalhes-ativo/29025
